جوليوس رويتر
هيلا سيلاسي
كريستيان هوغنس
فيكتور هوجو
داستين هوفمان
إيمون دي فاليرا
زوريس ألفيروف
جيليان أندرسون
جوزيف بلاتر
إليزابيث تايلور
أونوريه دي بلزاك
رولو النورماندي
نيكيتا خروتشوف
زغمونت الأول
غريس كيلي
جوينيث بالترو
تشارلز مانسن
ماكس إرنست
أندريه مالرو
نيللي فرتادو
موراساكي شيكيبو
صوفي مارسو
إيليا كازان
جون فلامستيد
ألكسندر دوبتشيك
ياكوبس فانت هوف
يوحنا الدمشقي
جاك لندن
باستر كيتون
أو, هنري
شارون ستون
آشلي جود
توني موريسون
أليكس فيرغسون
سوتر
ويليام الرابع ملك المملكة المتحدة
ليونارد برنستاين
يوهانس فيرمير
كاثرين هيبورن
تايغر وودز
هوكوساي
كلينت إيستوود
زنوبيا
توما الكمبيسي
هنري ديفد ثورو
توماس إدوارد لورنس
كارل تشابيك
وليام لامب
إديت شتاين
توم هانكس
جون هيرشل
أرسينوي الثانية
لورنس أوليفيه
جون ماكين
روبرت ألتمان
أنتوني كوين
رينيه جوسيني
إسحاق رابين
أليسن هانيغان
أنطون بروكنر
هنري هدسون
هاريسون فورد
جون دالتون
كاترين دي ميديشي
ديفيد هربرت لورانس
عزرا باوند
ثيودور درايزر
ميل غيبسون
كاثرين الأولى
كاثرين العظيمة
ميشيل دي مونتين
فوقاس
إليزابيث إمبراطورة روسيا
كومودوس
میرزا محمد طارق بن شاه رخ
هنري بسمر
بطرس الأكبر
غاري كوبر
آنا إيفانوفنا إمبراطورة روسيا
كونراد الثاني
زرادشت
ثورا بيرتش
غلين كلوز
صوفيا لورين
رفائيل
هيلين هنت
سارة برنار
تينيسي وليامز
دومينيكو سكارلاتي
أركانجلو كوريلي
فرانسوا أراغو
سيميون بواسون
لاون
شارون تايت
توماس هاردي
وليم الصوري
جيوفاني فالكوني
لوتشينو فيسكونتي
مانويل كومنينوس
مانويل الثاني
ألساندرو مانزوني
إدوارد الثاني ملك إنجلترا
براد بيت
سيكتوس الخامس
روبرت شومان
فرانز شوبرت
أستور بيازولا
بلينيوس الأكبر
داني مينوغ
كارلو روبيا
إميل زولا
نيقولا الخامس
جورج بيريك
جاكومو ليوباردي
فاسكو دا جاما
نيكولا الثالث
ماري أنطوانيت
كلارا شومان
بيلي وايلدر
بول ميوني
ساشا بارون كوهين
جان ميشال جار
روبرت بيل
جيرارد ديبارديو
آرثر سوليفان
رودولف الأول
باسكال الأول
إريك فروم
هيليروس
كاترين دينيف
رودلف فالنتينو
جان جودل
لوكيوس الأول
دينيس بيركامب
بارثولوميو دياز
هنري الخامس ملك إنجلترا
ماتا هاري
بال جانجادهار تيلاك
سوامي فيفي كاناندا
هيرونيموس بوس
تشاك بيري
ريتشارد برتون
توم جونز
جوان كراوفورد
فيكتوريا بيكام
جورج مايكل
ألكسندر يوحنا كوزا
جيرمي بنثام
إفاريستوس
سيدني بواتييه
تيلسفوروس
كازيميرز كوراتوفسكي
إراتوستينس
شارلتون هيستون
لويس الثاني ملك المجر
هنري فوندا
بيتر الثالث
خشایارشا الأول
أحشويروش الثاني
روبيرتو بينيني
إدوارد الأول ملك إنجلترا
إدوارد الثالث ملك إنجلترا
يان فان آيك
جين سيمور
جورج الثاني ملك بريطانيا العظمى
إدوارد الرابع ملك إنجلترا
رامزي ماكدونالد
جون ستيوارت (سياسي)
باسيل الثاني
ويلفريد أوين
ريتشارد الثاني ملك إنجلترا
هنري الثالث ملك إنجلترا
قمبيز الثاني
ديموستيني
نيكولاي الأول
إنريكو برلينغوير
آن ملكة بريطانيا العظمى
تشارلز الثاني ملك إنجلترا
ويليام شيرمان
إدوارد السابع ملك المملكة المتحدة
نارسيس
إليزابيث باوز ليون
جورج السادس ملك المملكة المتحدة
ألفرد مارشال
فرنسوا كيناي
دانييل برنولي
جان بابتست ساي
جورج الخامس ملك المملكة المتحدة
أوتو هان
جيسي أوينز
ديفيد لويد جورج
جورج الأول ملك بريطانيا العظمى
واليس دوقة وندسور
هنري السادس ملك إنجلترا
هنري الرابع ملك إنجلترا
لوكيوس كورنيليوس كينا
أوفا (ملك)
أنكيتوس
فريدرخ انغلز
دارا الأول
داريوش الثالث
لودفيش الجرماني
بولس الثاني
شارل الأصلع
ويليام الثالث ملك إنجلترا
آن من كليفز
كاثرين بار
بولس الثالث
إيزابيلا من فرنسا
ميشيل فوكو
سرينفاسا أينجار رامانجن
ابن رشد
إليزابيث وودفيل
إليزابيث يورك
فيكتوريا ملكة المملكة المتحدة
يوسف الرامي
جستين الأول
جان أوغست دومينيك آنغر
غولدي هاون
ويليام رامزي
توركواتو تاسو
بن جونسون
يوحنا الثالث سوبياسكي
هانس هولباين الصغير
ألكسندر بوب
إرفينغ برلين
أوسكار نيماير
كوتلب فريج
ماري تك
جوزيه ساراماجو
لويس السابع ملك فرنسا
ماريا تيريزا
شارل موريس تاليران
شمعون بيريز
صمويل جونسون
دوغلاس ماكارثر
توماس كرومويل
هنري بوانكاريه
هوغو تشافيز
سيمون دي مونتفورت
ماتيلدا ملكة إنجلترا
روبرت ميليكان
خوزيه راموس هورتا
كارلوس فيليب اكسيمنس بيلو
إيجين الرابع
فرانسيس غالتون
جورج سيمون أوم
غوستاف الأول
أناكليتوس
جورج ويستينغهاوس
باتريس لومومبا
فيلي برانت
توفي يانسون
إيليتروس
هنري مورتون ستانلي
لوران كابيلا
بلينيوس الأصغر
إكسل أكسنسترنا
شيث
هنري لوبيغ
محمد أنور السادات
جونيتشيرو كويزومي
تارو كاتسورا
نيكولاي تشاوتشيسكو
ستانلي بلدوين
كرستينا ملكة السويد
إيتو هيروبومي
جان سيبيليوس
أوغست ستريندبرغ
دان أيكرويد
أدريان ماري ليجاندر
بول نيومان
روبرت هوك
كليمنت الأول
زيفرينوس
غاري بيكر
أوتو فون غيريكه
كينيث ارو
ليون الثاني عشر
كاراكلا
بيير جوزيف برودون
ويليام فيكري
جان ماري لوبان
كارلوس منعم
فرانسوا الأول ملك فرنسا
يوري أندروبوف
سافونارولا
ليونيد بريجنيف
لويس دي بروي
ويليام هارفي
فولغينسيو باتيستا
محمد السادس العثماني
ويليام ويلبرفورس
إريش رايدر
روبرت بويل
إلا فيتزجيرالد
بيلي هوليدي
برناردو برتولوتشي
فيلهلم الثاني
روبرت والبول
جيمس الخامس ملك إسكتلندا
جيمس الرابع ملك إسكتلندا
ليون الثالث عشر
سنكلير لويس
رينه سولي برودوم
بول سايمون
روجر إيبرت
شيموس هيني
تشارلز كاو
بيوتر كروبوتكين
ميكايل أغريكولا
لورن دالمبير
فويتشخ ياروزلسكي
شارل ديغول
لويس السادس عشر ملك فرنسا
بونتيان
ميكلوش هورتي
ميلوش فورمان
أمارتيا سن
نيكوس كازانتزاكيس
موليير
سلفادور أليندي
إيفا بيرون
روبرت فيسك
توماس يونج
بيلايو
فرانز جوزيف الأول
فابيان بارتيز
مليندا غيتس
ماركو فان باستن
سيدني ألتمان
جيمس جوسلينج
ميغ رايان
سون وو
ديونيسيوس (بابا روما)
فاليريان
ريتشي فالنس
جمال عبد الناصر
محمد حسني مبارك
هنري مانشيني
فابيان
فاروق الأول
لويس جوزيف غي ـ لوساك
جون كالهون
سترابو
أودري هيبورن
جان راسين
ألفرد يودل
كليف ريتشارد
إدوارد هيث
هارولد ويلسون
جيمس كالاهان
بختنصر
ماكس أمير بادن
مارثا آرغريتش
إيفان بافلوف
أولريكي ماري ماينهوف
ألدو مورو
جورج ساند
سييسموند فاسا
أنتونيو بانديراس
كيت وينسليت
ليوناردو دي كابريو
لويس سوليفان
بولس الخامس
إرناندو دي سوتو
ألكسندر بوشكين
ليندسي دافينبورت
جيرارد كايبر
كريستوفر رن
معمر القذافي
بولس الرابع
روبن ويليامز
جاك دريدا
هرمان فون هلمهولتز
فال كيلمر
كورنيلوس (بابا)
إيوتشيان
كايوس
البابا مارسيلينوس
كول بورتر
إميل فون بهرنغ
كاميلو غولجي
هاري هوديني
فرانك غيري
فيليب جونسون
هيكتور بيرليوز
كرستوفر لي
إدموند روستان
ديفيد ليفينغستون
أدولف لوس
ريتشارد ماير
مَتُّوشَلَخَ
روبرت فينتوري
لويس كان
إيرنست فيرنر فون سيمنز
فيلهلم كايتل
هنري بيكريل
هايدن كرستنسين
مارقيان
بيني غودمان
سوفوس لي
